d3mIndex,input1,input2,input3,input4,input5,input6,input7,input8,input9,input10,input11,input12,input13,input14,input15,input16,class
6260,6.0,97.0,58.0,100.0,100.0,85.0,76.0,56.0,44.0,29.0,25.0,0.0,0.0,29.0,53.0,37.0,7
6261,53.0,100.0,34.0,59.0,0.0,22.0,62.0,24.0,100.0,43.0,75.0,82.0,75.0,42.0,75.0,0.0,4
6262,20.0,84.0,39.0,45.0,43.0,9.0,7.0,0.0,0.0,47.0,15.0,91.0,57.0,100.0,100.0,88.0,5
6263,17.0,94.0,0.0,57.0,16.0,10.0,64.0,0.0,100.0,32.0,98.0,80.0,55.0,100.0,14.0,73.0,0
6264,6.0,97.0,63.0,100.0,95.0,79.0,48.0,60.0,67.0,52.0,100.0,28.0,56.0,8.0,0.0,0.0,3
6265,100.0,100.0,66.0,88.0,32.0,66.0,7.0,39.0,0.0,10.0,44.0,0.0,62.0,18.0,14.0,22.0,6
6266,0.0,82.0,44.0,100.0,69.0,81.0,38.0,54.0,68.0,46.0,100.0,20.0,61.0,0.0,6.0,6.0,3
6267,20.0,100.0,24.0,85.0,0.0,52.0,20.0,39.0,79.0,34.0,94.0,53.0,91.0,18.0,100.0,0.0,4
6268,22.0,97.0,62.0,100.0,60.0,62.0,51.0,24.0,38.0,0.0,0.0,31.0,37.0,42.0,100.0,44.0,7
6269,6.0,97.0,65.0,100.0,100.0,82.0,70.0,56.0,42.0,28.0,27.0,0.0,0.0,27.0,47.0,38.0,7
6270,77.0,100.0,40.0,80.0,75.0,71.0,100.0,94.0,89.0,66.0,81.0,38.0,47.0,15.0,0.0,0.0,9
6271,0.0,53.0,39.0,62.0,72.0,80.0,100.0,100.0,93.0,77.0,82.0,51.0,73.0,25.0,68.0,0.0,1
6272,0.0,37.0,17.0,0.0,66.0,1.0,100.0,31.0,96.0,71.0,59.0,100.0,12.0,98.0,9.0,59.0,0
6273,23.0,70.0,44.0,60.0,90.0,36.0,58.0,0.0,0.0,13.0,9.0,56.0,27.0,94.0,100.0,100.0,5
6274,67.0,100.0,10.0,92.0,29.0,53.0,50.0,14.0,1.0,0.0,0.0,37.0,45.0,67.0,100.0,87.0,8
6275,100.0,100.0,50.0,79.0,13.0,52.0,0.0,20.0,44.0,0.0,100.0,13.0,61.0,28.0,6.0,17.0,6
6276,67.0,100.0,58.0,96.0,29.0,69.0,0.0,42.0,29.0,25.0,92.0,35.0,100.0,26.0,79.0,0.0,4
6277,0.0,47.0,21.0,68.0,59.0,90.0,100.0,100.0,87.0,75.0,70.0,50.0,52.0,25.0,43.0,0.0,1
6278,99.0,100.0,41.0,89.0,4.0,61.0,0.0,26.0,42.0,0.0,100.0,4.0,75.0,33.0,16.0,38.0,6
6279,0.0,92.0,33.0,99.0,84.0,100.0,100.0,92.0,67.0,71.0,45.0,47.0,30.0,21.0,27.0,0.0,7
6280,67.0,99.0,18.0,97.0,32.0,47.0,69.0,0.0,0.0,4.0,45.0,49.0,100.0,91.0,42.0,100.0,8
6281,52.0,81.0,86.0,100.0,89.0,72.0,63.0,53.0,100.0,42.0,85.0,11.0,43.0,0.0,0.0,11.0,3
6282,50.0,65.0,81.0,100.0,76.0,77.0,61.0,31.0,40.0,0.0,0.0,11.0,50.0,10.0,100.0,13.0,1
6283,55.0,50.0,100.0,74.0,76.0,100.0,7.0,90.0,0.0,64.0,72.0,55.0,97.0,32.0,83.0,0.0,9
6284,36.0,89.0,73.0,100.0,75.0,74.0,48.0,51.0,14.0,30.0,0.0,10.0,51.0,8.0,100.0,0.0,2
6285,73.0,78.0,30.0,100.0,0.0,70.0,75.0,39.0,92.0,0.0,21.0,21.0,75.0,60.0,100.0,88.0,8
6286,0.0,77.0,25.0,100.0,53.0,86.0,43.0,52.0,17.0,21.0,1.0,0.0,51.0,0.0,100.0,0.0,2
6287,47.0,100.0,36.0,69.0,0.0,34.0,50.0,28.0,100.0,43.0,98.0,81.0,89.0,41.0,84.0,0.0,4
6288,0.0,65.0,33.0,84.0,78.0,100.0,100.0,94.0,75.0,71.0,48.0,48.0,23.0,24.0,4.0,0.0,1
6289,32.0,84.0,79.0,64.0,85.0,100.0,35.0,78.0,74.0,68.0,100.0,37.0,82.0,0.0,0.0,0.0,9
6290,0.0,71.0,1.0,21.0,47.0,0.0,93.0,10.0,100.0,59.0,66.0,95.0,19.0,100.0,10.0,59.0,0
6291,31.0,93.0,0.0,56.0,9.0,10.0,61.0,0.0,100.0,32.0,95.0,79.0,50.0,100.0,10.0,68.0,0
6292,5.0,64.0,28.0,100.0,63.0,83.0,43.0,43.0,8.0,12.0,0.0,0.0,50.0,2.0,100.0,4.0,2
6293,0.0,98.0,76.0,100.0,84.0,77.0,58.0,39.0,37.0,0.0,15.0,17.0,23.0,43.0,100.0,43.0,7
6294,0.0,87.0,43.0,100.0,68.0,58.0,63.0,8.0,34.0,0.0,2.0,29.0,51.0,34.0,100.0,41.0,7
6295,0.0,80.0,38.0,100.0,95.0,95.0,57.0,71.0,51.0,51.0,100.0,31.0,95.0,2.0,36.0,0.0,3
6296,18.0,72.0,59.0,38.0,64.0,0.0,0.0,9.0,50.0,41.0,100.0,73.0,73.0,100.0,9.0,80.0,8
6297,26.0,80.0,53.0,100.0,100.0,98.0,93.0,76.0,55.0,59.0,71.0,37.0,37.0,17.0,0.0,0.0,3
6298,83.0,100.0,72.0,85.0,28.0,56.0,0.0,22.0,51.0,0.0,100.0,16.0,46.0,37.0,29.0,11.0,6
6299,60.0,100.0,47.0,71.0,19.0,38.0,0.0,32.0,52.0,34.0,100.0,43.0,97.0,37.0,83.0,0.0,4
6300,52.0,100.0,48.0,66.0,91.0,45.0,48.0,10.0,0.0,0.0,20.0,49.0,39.0,98.0,100.0,100.0,5
6301,14.0,61.0,12.0,21.0,48.0,0.0,85.0,24.0,100.0,63.0,83.0,99.0,36.0,100.0,0.0,75.0,0
6302,21.0,89.0,0.0,68.0,50.0,37.0,49.0,0.0,7.0,15.0,3.0,68.0,39.0,99.0,100.0,100.0,5
6303,18.0,81.0,27.0,54.0,59.0,19.0,18.0,0.0,0.0,35.0,6.0,83.0,51.0,100.0,100.0,100.0,5
6304,3.0,100.0,0.0,83.0,2.0,53.0,49.0,40.0,100.0,52.0,92.0,57.0,71.0,29.0,60.0,0.0,4
6305,7.0,82.0,69.0,100.0,100.0,73.0,55.0,37.0,15.0,0.0,74.0,0.0,34.0,38.0,0.0,72.0,8
6306,0.0,75.0,21.0,55.0,42.0,22.0,18.0,0.0,4.0,35.0,4.0,72.0,42.0,96.0,100.0,100.0,5
6307,43.0,99.0,84.0,100.0,80.0,77.0,70.0,59.0,100.0,37.0,80.0,11.0,39.0,0.0,0.0,3.0,3
6308,29.0,100.0,0.0,75.0,53.0,54.0,100.0,30.0,78.0,0.0,56.0,25.0,66.0,63.0,15.0,71.0,8
6309,0.0,57.0,51.0,68.0,85.0,92.0,100.0,100.0,85.0,73.0,73.0,46.0,64.0,18.0,63.0,0.0,1
6310,92.0,100.0,50.0,79.0,20.0,56.0,0.0,34.0,56.0,22.0,100.0,41.0,66.0,23.0,50.0,0.0,4
6311,0.0,71.0,39.0,79.0,82.0,100.0,100.0,95.0,93.0,71.0,87.0,46.0,75.0,22.0,84.0,0.0,1
6312,38.0,86.0,70.0,69.0,94.0,100.0,36.0,84.0,90.0,79.0,100.0,43.0,68.0,6.0,0.0,0.0,9
6313,96.0,43.0,63.0,0.0,1.0,7.0,0.0,57.0,38.0,100.0,100.0,94.0,81.0,45.0,36.0,7.0,0
6314,0.0,92.0,31.0,97.0,96.0,100.0,100.0,74.0,72.0,37.0,57.0,0.0,18.0,33.0,73.0,37.0,7
6315,28.0,89.0,63.0,100.0,84.0,71.0,69.0,38.0,32.0,14.0,0.0,17.0,52.0,13.0,100.0,0.0,2
6316,55.0,100.0,39.0,85.0,12.0,49.0,17.0,12.0,78.0,0.0,100.0,27.0,41.0,38.0,0.0,9.0,6
6317,100.0,100.0,48.0,100.0,9.0,75.0,8.0,52.0,61.0,56.0,85.0,25.0,49.0,0.0,0.0,5.0,5
6318,0.0,63.0,58.0,85.0,100.0,100.0,78.0,74.0,67.0,46.0,64.0,19.0,0.0,0.0,3.0,3.0,1
6319,100.0,100.0,57.0,85.0,26.0,62.0,2.0,36.0,0.0,7.0,44.0,0.0,70.0,20.0,24.0,22.0,6
6320,0.0,65.0,2.0,94.0,58.0,100.0,98.0,88.0,72.0,59.0,100.0,28.0,69.0,5.0,24.0,0.0,3
6321,33.0,100.0,16.0,84.0,0.0,62.0,24.0,41.0,100.0,48.0,98.0,46.0,91.0,23.0,96.0,0.0,4
6322,79.0,93.0,20.0,100.0,30.0,81.0,92.0,80.0,100.0,52.0,94.0,16.0,43.0,0.0,0.0,19.0,9
6323,0.0,95.0,3.0,97.0,69.0,100.0,100.0,100.0,52.0,80.0,23.0,55.0,16.0,26.0,34.0,0.0,7
6324,49.0,100.0,0.0,30.0,39.0,0.0,100.0,59.0,49.0,79.0,19.0,44.0,85.0,80.0,23.0,21.0,0
6325,0.0,38.0,42.0,60.0,74.0,100.0,62.0,61.0,55.0,17.0,3.0,1.0,19.0,0.0,100.0,5.0,1
6326,0.0,78.0,34.0,96.0,87.0,100.0,100.0,82.0,59.0,63.0,67.0,39.0,55.0,15.0,11.0,0.0,3
6327,4.0,98.0,6.0,73.0,96.0,100.0,16.0,97.0,0.0,72.0,100.0,89.0,51.0,43.0,13.0,0.0,9
6328,54.0,90.0,22.0,65.0,100.0,77.0,48.0,100.0,14.0,49.0,0.0,0.0,73.0,16.0,44.0,66.0,8
6329,46.0,78.0,59.0,42.0,51.0,0.0,0.0,6.0,47.0,39.0,100.0,69.0,90.0,100.0,21.0,94.0,8
6330,42.0,100.0,10.0,77.0,0.0,47.0,68.0,43.0,100.0,68.0,83.0,60.0,66.0,30.0,68.0,0.0,4
6331,93.0,75.0,80.0,100.0,0.0,74.0,51.0,38.0,96.0,4.0,6.0,0.0,32.0,43.0,100.0,79.0,8
6332,0.0,95.0,45.0,100.0,60.0,64.0,43.0,20.0,23.0,0.0,5.0,39.0,52.0,40.0,100.0,36.0,7
6333,75.0,100.0,0.0,88.0,54.0,58.0,100.0,24.0,44.0,0.0,2.0,29.0,41.0,65.0,22.0,96.0,8
6334,45.0,84.0,73.0,100.0,100.0,98.0,82.0,72.0,69.0,43.0,61.0,14.0,31.0,0.0,0.0,2.0,3
6335,88.0,97.0,28.0,91.0,26.0,43.0,100.0,5.0,0.0,0.0,37.0,51.0,94.0,100.0,31.0,87.0,8
6336,81.0,100.0,52.0,87.0,19.0,65.0,0.0,44.0,89.0,40.0,100.0,43.0,78.0,21.0,78.0,0.0,4
6337,0.0,65.0,25.0,79.0,55.0,100.0,62.0,92.0,62.0,68.0,62.0,44.0,78.0,22.0,100.0,0.0,1
6338,9.0,70.0,32.0,100.0,59.0,78.0,36.0,43.0,0.0,15.0,6.0,10.0,52.0,1.0,100.0,0.0,2
6339,100.0,100.0,82.0,92.0,46.0,70.0,16.0,44.0,0.0,15.0,36.0,0.0,60.0,20.0,12.0,32.0,6
6340,48.0,88.0,91.0,69.0,76.0,100.0,16.0,75.0,93.0,75.0,100.0,56.0,84.0,11.0,0.0,0.0,9
6341,24.0,78.0,59.0,100.0,100.0,91.0,71.0,59.0,61.0,47.0,88.0,19.0,48.0,0.0,0.0,13.0,3
6342,48.0,84.0,55.0,58.0,85.0,83.0,34.0,100.0,67.0,65.0,100.0,28.0,59.0,0.0,0.0,0.0,9
6343,28.0,64.0,39.0,100.0,78.0,98.0,62.0,61.0,30.0,31.0,0.0,13.0,51.0,10.0,100.0,0.0,2
6344,36.0,98.0,8.0,67.0,0.0,21.0,40.0,0.0,85.0,29.0,100.0,72.0,59.0,100.0,15.0,75.0,0
6345,10.0,46.0,0.0,71.0,38.0,94.0,79.0,100.0,76.0,75.0,72.0,50.0,76.0,24.0,100.0,0.0,1
6346,37.0,75.0,46.0,100.0,69.0,80.0,40.0,44.0,1.0,15.0,0.0,16.0,50.0,7.0,100.0,0.0,2
6347,0.0,75.0,21.0,100.0,52.0,81.0,46.0,44.0,17.0,18.0,28.0,24.0,65.0,12.0,100.0,0.0,2
6348,13.0,77.0,21.0,58.0,46.0,25.0,11.0,0.0,0.0,42.0,2.0,88.0,49.0,98.0,100.0,100.0,5
6349,35.0,79.0,66.0,100.0,87.0,72.0,69.0,38.0,36.0,10.0,0.0,0.0,50.0,4.0,100.0,5.0,2
6350,100.0,100.0,78.0,96.0,32.0,66.0,0.0,33.0,11.0,0.0,89.0,11.0,85.0,35.0,3.0,24.0,6
6351,35.0,90.0,75.0,100.0,88.0,74.0,58.0,54.0,100.0,41.0,88.0,14.0,44.0,4.0,0.0,0.0,3
6352,55.0,94.0,9.0,78.0,56.0,57.0,60.0,4.0,0.0,0.0,4.0,43.0,40.0,93.0,100.0,100.0,5
6353,49.0,72.0,46.0,100.0,0.0,71.0,48.0,35.0,79.0,0.0,11.0,21.0,40.0,58.0,100.0,86.0,8
6354,8.0,87.0,0.0,43.0,10.0,0.0,61.0,3.0,95.0,38.0,100.0,81.0,53.0,100.0,1.0,83.0,0
6355,20.0,67.0,0.0,27.0,36.0,0.0,84.0,17.0,100.0,60.0,77.0,100.0,31.0,85.0,10.0,44.0,0
6356,100.0,84.0,57.0,88.0,73.0,43.0,63.0,0.0,0.0,6.0,45.0,45.0,99.0,80.0,83.0,100.0,8
6357,54.0,57.0,70.0,100.0,0.0,83.0,37.0,41.0,90.0,0.0,19.0,0.0,36.0,45.0,100.0,82.0,8
6358,0.0,75.0,19.0,99.0,57.0,100.0,66.0,73.0,56.0,46.0,38.0,20.0,55.0,2.0,100.0,0.0,2
6359,0.0,60.0,34.0,83.0,57.0,100.0,51.0,64.0,48.0,29.0,13.0,0.0,20.0,2.0,100.0,4.0,1
6360,15.0,100.0,0.0,79.0,1.0,44.0,55.0,25.0,93.0,54.0,100.0,68.0,75.0,35.0,66.0,0.0,4
6361,100.0,100.0,74.0,86.0,48.0,73.0,29.0,59.0,16.0,44.0,6.0,29.0,0.0,15.0,0.0,0.0,1
6362,0.0,100.0,19.0,90.0,8.0,60.0,1.0,29.0,53.0,24.0,95.0,43.0,96.0,30.0,100.0,0.0,4
6363,15.0,100.0,0.0,58.0,9.0,14.0,47.0,0.0,84.0,16.0,100.0,57.0,77.0,92.0,38.0,95.0,0
6364,69.0,67.0,100.0,100.0,42.0,94.0,31.0,57.0,86.0,69.0,90.0,43.0,58.0,7.0,0.0,0.0,9
6365,17.0,100.0,0.0,71.0,5.0,43.0,78.0,40.0,100.0,55.0,91.0,59.0,87.0,29.0,78.0,0.0,4
6366,19.0,86.0,9.0,55.0,13.0,16.0,60.0,0.0,96.0,33.0,100.0,72.0,57.0,100.0,0.0,82.0,0
6367,74.0,100.0,36.0,82.0,0.0,53.0,25.0,31.0,85.0,33.0,100.0,62.0,61.0,35.0,48.0,0.0,4
6368,0.0,85.0,34.0,100.0,100.0,94.0,82.0,45.0,49.0,0.0,11.0,3.0,29.0,31.0,96.0,31.0,7
6369,0.0,71.0,44.0,85.0,85.0,100.0,100.0,96.0,95.0,71.0,88.0,46.0,86.0,21.0,85.0,0.0,1
6370,67.0,89.0,25.0,100.0,33.0,75.0,51.0,94.0,85.0,64.0,100.0,23.0,56.0,0.0,0.0,10.0,9
6371,26.0,100.0,11.0,80.0,0.0,46.0,69.0,33.0,100.0,52.0,88.0,66.0,55.0,33.0,20.0,0.0,4
6372,100.0,100.0,58.0,79.0,30.0,53.0,18.0,24.0,42.0,0.0,93.0,10.0,52.0,23.0,0.0,16.0,6
6373,0.0,69.0,56.0,76.0,85.0,99.0,98.0,100.0,100.0,75.0,97.0,50.0,92.0,25.0,92.0,0.0,1
6374,79.0,86.0,27.0,68.0,0.0,35.0,11.0,0.0,70.0,5.0,100.0,37.0,84.0,71.0,43.0,100.0,0
6375,0.0,54.0,35.0,63.0,68.0,80.0,98.0,100.0,100.0,85.0,81.0,57.0,64.0,29.0,50.0,0.0,1
6376,61.0,73.0,52.0,100.0,14.0,72.0,54.0,36.0,58.0,0.0,0.0,17.0,45.0,49.0,100.0,79.0,8
6377,40.0,56.0,100.0,92.0,26.0,100.0,15.0,51.0,77.0,9.0,0.0,0.0,16.0,46.0,100.0,80.0,8
6378,27.0,86.0,50.0,100.0,100.0,95.0,64.0,72.0,50.0,47.0,80.0,21.0,53.0,0.0,0.0,3.0,3
6379,0.0,50.0,52.0,75.0,100.0,100.0,92.0,63.0,80.0,26.0,45.0,0.0,12.0,3.0,90.0,2.0,1
6380,0.0,66.0,21.0,72.0,65.0,88.0,100.0,100.0,94.0,75.0,87.0,49.0,79.0,23.0,79.0,0.0,1
6381,78.0,100.0,33.0,80.0,0.0,57.0,69.0,56.0,100.0,68.0,70.0,75.0,43.0,38.0,16.0,0.0,4
6382,19.0,89.0,64.0,100.0,70.0,61.0,41.0,27.0,0.0,4.0,4.0,3.0,52.0,4.0,100.0,0.0,2
6383,8.0,81.0,53.0,100.0,100.0,94.0,64.0,66.0,77.0,54.0,99.0,30.0,54.0,8.0,0.0,0.0,3
6384,0.0,45.0,36.0,69.0,68.0,93.0,88.0,100.0,84.0,75.0,84.0,50.0,84.0,24.0,100.0,0.0,1
6385,76.0,100.0,52.0,60.0,0.0,27.0,58.0,27.0,100.0,55.0,98.0,85.0,95.0,42.0,90.0,0.0,4
6386,15.0,100.0,4.0,72.0,0.0,38.0,48.0,31.0,100.0,38.0,96.0,64.0,81.0,32.0,63.0,0.0,4
6387,72.0,100.0,19.0,78.0,26.0,62.0,100.0,66.0,81.0,89.0,53.0,68.0,33.0,33.0,0.0,0.0,4
6388,0.0,83.0,33.0,92.0,100.0,100.0,95.0,69.0,60.0,35.0,30.0,0.0,26.0,31.0,86.0,36.0,7
6389,63.0,100.0,41.0,72.0,0.0,46.0,4.0,39.0,58.0,32.0,100.0,52.0,86.0,37.0,77.0,0.0,4
6390,35.0,55.0,46.0,55.0,100.0,23.0,60.0,0.0,5.0,28.0,32.0,64.0,65.0,100.0,0.0,79.0,8
6391,0.0,81.0,43.0,80.0,100.0,100.0,86.0,86.0,57.0,65.0,36.0,43.0,21.0,21.0,18.0,0.0,1
6392,10.0,73.0,0.0,38.0,26.0,0.0,75.0,12.0,100.0,52.0,89.0,95.0,39.0,100.0,3.0,67.0,0
6393,16.0,100.0,59.0,99.0,69.0,80.0,76.0,64.0,100.0,42.0,85.0,16.0,45.0,2.0,0.0,0.0,3
6394,19.0,100.0,0.0,76.0,29.0,53.0,98.0,58.0,100.0,83.0,87.0,68.0,84.0,34.0,86.0,0.0,4
6395,0.0,53.0,40.0,72.0,82.0,95.0,100.0,100.0,68.0,75.0,38.0,51.0,18.0,25.0,10.0,0.0,1
6396,50.0,100.0,63.0,96.0,30.0,65.0,0.0,36.0,13.0,8.0,85.0,22.0,100.0,30.0,80.0,0.0,4
6397,54.0,81.0,46.0,98.0,86.0,100.0,75.0,58.0,43.0,24.0,0.0,0.0,48.0,2.0,100.0,8.0,2
6398,35.0,86.0,67.0,100.0,100.0,84.0,57.0,66.0,95.0,44.0,96.0,12.0,48.0,0.0,0.0,11.0,3
6399,46.0,90.0,41.0,60.0,99.0,87.0,54.0,100.0,89.0,98.0,100.0,58.0,67.0,20.0,0.0,0.0,9
6400,100.0,87.0,52.0,100.0,13.0,75.0,65.0,62.0,96.0,76.0,84.0,41.0,60.0,7.0,0.0,0.0,9
6401,2.0,64.0,21.0,100.0,47.0,81.0,30.0,44.0,0.0,12.0,7.0,24.0,53.0,14.0,100.0,0.0,2
6402,11.0,74.0,22.0,100.0,93.0,98.0,91.0,69.0,49.0,41.0,0.0,17.0,25.0,0.0,100.0,6.0,2
6403,40.0,100.0,0.0,75.0,73.0,40.0,81.0,0.0,1.0,9.0,54.0,51.0,100.0,93.0,15.0,98.0,8
6404,0.0,54.0,53.0,76.0,98.0,100.0,91.0,94.0,84.0,68.0,79.0,42.0,70.0,16.0,100.0,0.0,1
6405,0.0,44.0,33.0,65.0,73.0,87.0,100.0,100.0,79.0,75.0,56.0,50.0,39.0,24.0,59.0,0.0,1
6406,56.0,68.0,100.0,95.0,46.0,100.0,0.0,74.0,48.0,70.0,99.0,62.0,74.0,30.0,40.0,0.0,9
6407,58.0,91.0,93.0,100.0,77.0,73.0,97.0,49.0,100.0,20.0,70.0,0.0,26.0,7.0,0.0,28.0,3
6408,64.0,94.0,50.0,74.0,90.0,36.0,55.0,0.0,0.0,15.0,48.0,51.0,100.0,86.0,24.0,100.0,8
6409,34.0,74.0,62.0,100.0,100.0,86.0,69.0,60.0,75.0,48.0,90.0,19.0,50.0,1.0,0.0,0.0,3
6410,1.0,80.0,33.0,100.0,84.0,93.0,54.0,64.0,84.0,44.0,100.0,15.0,52.0,0.0,0.0,1.0,3
6411,32.0,82.0,73.0,100.0,100.0,92.0,66.0,66.0,76.0,44.0,92.0,18.0,48.0,3.0,0.0,0.0,3
6412,0.0,73.0,25.0,100.0,54.0,99.0,39.0,65.0,18.0,35.0,22.0,7.0,61.0,5.0,100.0,0.0,2
6413,0.0,96.0,58.0,100.0,86.0,86.0,65.0,44.0,55.0,0.0,38.0,11.0,38.0,39.0,100.0,42.0,7
6414,38.0,77.0,86.0,97.0,100.0,100.0,41.0,92.0,23.0,56.0,80.0,44.0,56.0,12.0,0.0,0.0,5
6415,51.0,81.0,86.0,100.0,81.0,85.0,81.0,58.0,88.0,31.0,56.0,6.0,0.0,0.0,100.0,2.0,1
6416,2.0,94.0,51.0,100.0,100.0,95.0,69.0,71.0,100.0,46.0,97.0,17.0,51.0,5.0,0.0,0.0,3
6417,34.0,100.0,28.0,92.0,0.0,55.0,46.0,37.0,100.0,38.0,80.0,76.0,65.0,40.0,54.0,0.0,4
6418,0.0,80.0,25.0,100.0,56.0,97.0,61.0,61.0,40.0,29.0,38.0,0.0,69.0,0.0,100.0,4.0,2
6419,39.0,99.0,0.0,65.0,74.0,52.0,74.0,9.0,21.0,0.0,23.0,50.0,24.0,99.0,100.0,100.0,5
6420,41.0,100.0,0.0,82.0,18.0,50.0,81.0,39.0,100.0,58.0,68.0,65.0,37.0,33.0,13.0,0.0,4
6421,23.0,49.0,81.0,69.0,100.0,100.0,35.0,87.0,33.0,53.0,68.0,21.0,13.0,0.0,0.0,28.0,8
6422,40.0,88.0,23.0,45.0,39.0,0.0,85.0,3.0,100.0,49.0,79.0,93.0,32.0,100.0,0.0,67.0,0
6423,0.0,95.0,40.0,100.0,59.0,80.0,32.0,56.0,5.0,32.0,14.0,7.0,57.0,0.0,100.0,1.0,2
6424,4.0,87.0,17.0,67.0,40.0,34.0,9.0,0.0,0.0,39.0,2.0,84.0,48.0,100.0,100.0,97.0,5
6425,39.0,96.0,2.0,70.0,53.0,38.0,63.0,0.0,0.0,10.0,6.0,55.0,31.0,94.0,100.0,100.0,5
6426,39.0,86.0,78.0,61.0,100.0,100.0,33.0,85.0,83.0,74.0,83.0,54.0,75.0,6.0,0.0,0.0,9
6427,0.0,93.0,40.0,100.0,57.0,56.0,44.0,5.0,20.0,0.0,18.0,34.0,59.0,44.0,100.0,54.0,7
6428,68.0,100.0,41.0,94.0,13.0,61.0,0.0,27.0,32.0,0.0,100.0,20.0,60.0,32.0,9.0,7.0,6
6429,100.0,93.0,34.0,100.0,0.0,73.0,64.0,71.0,87.0,94.0,74.0,62.0,64.0,31.0,62.0,0.0,9
6430,21.0,71.0,65.0,100.0,95.0,77.0,65.0,34.0,24.0,0.0,0.0,10.0,51.0,23.0,100.0,1.0,2
6431,0.0,81.0,44.0,100.0,100.0,86.0,79.0,45.0,49.0,5.0,29.0,0.0,26.0,34.0,90.0,32.0,7
6432,0.0,95.0,53.0,100.0,100.0,86.0,98.0,51.0,80.0,18.0,55.0,0.0,33.0,31.0,87.0,34.0,7
6433,93.0,100.0,60.0,90.0,0.0,55.0,82.0,50.0,100.0,78.0,90.0,86.0,80.0,41.0,71.0,0.0,4
6434,25.0,100.0,0.0,66.0,14.0,33.0,76.0,29.0,100.0,47.0,74.0,82.0,48.0,42.0,29.0,0.0,4
6435,59.0,100.0,17.0,69.0,0.0,31.0,32.0,0.0,86.0,22.0,100.0,61.0,78.0,97.0,16.0,96.0,0
6436,43.0,92.0,70.0,100.0,68.0,66.0,39.0,37.0,0.0,18.0,17.0,34.0,56.0,13.0,100.0,0.0,2
6437,8.0,81.0,42.0,98.0,92.0,100.0,100.0,79.0,63.0,60.0,65.0,36.0,44.0,14.0,0.0,0.0,3
6438,76.0,76.0,47.0,100.0,0.0,84.0,48.0,66.0,83.0,68.0,100.0,33.0,87.0,0.0,26.0,0.0,9
6439,0.0,100.0,46.0,96.0,91.0,94.0,100.0,82.0,72.0,59.0,53.0,33.0,49.0,5.0,66.0,0.0,7
6440,0.0,100.0,6.0,81.0,7.0,48.0,97.0,48.0,100.0,84.0,74.0,71.0,55.0,36.0,39.0,0.0,4
6441,32.0,97.0,34.0,58.0,61.0,21.0,0.0,0.0,5.0,35.0,55.0,66.0,100.0,100.0,39.0,93.0,8
6442,54.0,95.0,22.0,100.0,0.0,61.0,86.0,62.0,100.0,75.0,57.0,100.0,48.0,49.0,47.0,0.0,4
6443,0.0,56.0,30.0,73.0,64.0,87.0,99.0,100.0,100.0,79.0,85.0,52.0,79.0,23.0,97.0,0.0,1
6444,5.0,85.0,44.0,100.0,72.0,71.0,52.0,33.0,21.0,0.0,0.0,34.0,50.0,41.0,100.0,45.0,7
6445,34.0,100.0,21.0,73.0,0.0,44.0,79.0,40.0,97.0,62.0,100.0,54.0,86.0,22.0,79.0,0.0,4
6446,16.0,100.0,8.0,83.0,0.0,52.0,40.0,40.0,88.0,55.0,100.0,57.0,75.0,29.0,60.0,0.0,4
6447,72.0,91.0,21.0,75.0,13.0,30.0,53.0,0.0,100.0,24.0,100.0,69.0,55.0,100.0,0.0,88.0,0
6448,23.0,73.0,30.0,100.0,80.0,93.0,60.0,61.0,90.0,44.0,100.0,10.0,50.0,0.0,0.0,15.0,3
6449,0.0,56.0,56.0,69.0,82.0,92.0,92.0,100.0,85.0,75.0,85.0,50.0,86.0,24.0,100.0,0.0,1
6450,59.0,43.0,100.0,79.0,64.0,100.0,22.0,66.0,55.0,28.0,12.0,0.0,0.0,27.0,67.0,56.0,8
6451,100.0,100.0,61.0,99.0,24.0,66.0,0.0,31.0,22.0,0.0,93.0,13.0,70.0,33.0,3.0,18.0,6
6452,4.0,86.0,38.0,100.0,44.0,74.0,24.0,47.0,0.0,20.0,21.0,1.0,60.0,0.0,100.0,1.0,2
6453,42.0,100.0,8.0,77.0,0.0,32.0,30.0,0.0,72.0,7.0,100.0,42.0,81.0,80.0,40.0,81.0,0
6454,53.0,100.0,30.0,82.0,0.0,61.0,2.0,39.0,79.0,40.0,100.0,44.0,84.0,21.0,100.0,0.0,4
6455,21.0,83.0,0.0,65.0,0.0,28.0,35.0,0.0,84.0,17.0,100.0,53.0,84.0,88.0,30.0,100.0,0
6456,100.0,88.0,20.0,100.0,43.0,54.0,78.0,10.0,0.0,0.0,12.0,42.0,83.0,74.0,50.0,93.0,8
6457,9.0,100.0,4.0,86.0,0.0,62.0,4.0,37.0,54.0,25.0,100.0,42.0,79.0,24.0,84.0,0.0,4
6458,0.0,100.0,22.0,86.0,60.0,80.0,100.0,80.0,84.0,65.0,66.0,42.0,51.0,18.0,47.0,0.0,7
6459,92.0,78.0,42.0,100.0,0.0,70.0,41.0,36.0,86.0,2.0,19.0,0.0,28.0,34.0,100.0,63.0,8
6460,61.0,83.0,4.0,66.0,29.0,100.0,80.0,85.0,100.0,46.0,100.0,6.0,43.0,0.0,0.0,29.0,9
6461,42.0,100.0,15.0,73.0,0.0,45.0,4.0,17.0,51.0,0.0,100.0,16.0,92.0,43.0,34.0,39.0,6
