d3mIndex,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,Class
2753,34.0,management,married,tertiary,no,133.0,yes,no,unknown,8.0,may,65.0,1.0,-1.0,0.0,unknown,1
2754,34.0,blue-collar,married,secondary,no,247.0,yes,yes,unknown,26.0,may,193.0,5.0,-1.0,0.0,unknown,1
2755,49.0,services,married,secondary,no,1114.0,no,no,cellular,17.0,nov,283.0,1.0,-1.0,0.0,unknown,1
2756,57.0,blue-collar,married,primary,no,1592.0,no,yes,unknown,20.0,jun,78.0,4.0,-1.0,0.0,unknown,1
2757,59.0,retired,married,unknown,no,0.0,no,no,unknown,8.0,may,425.0,6.0,-1.0,0.0,unknown,1
2758,57.0,admin.,married,tertiary,no,46.0,no,no,cellular,7.0,aug,238.0,2.0,-1.0,0.0,unknown,1
2759,34.0,blue-collar,married,secondary,no,1221.0,yes,no,cellular,6.0,may,182.0,1.0,90.0,8.0,failure,1
2760,61.0,management,married,secondary,no,985.0,no,no,cellular,18.0,aug,998.0,6.0,-1.0,0.0,unknown,2
2761,35.0,blue-collar,divorced,secondary,no,0.0,yes,no,unknown,8.0,may,477.0,1.0,-1.0,0.0,unknown,1
2762,42.0,management,married,tertiary,no,520.0,no,no,cellular,4.0,nov,158.0,1.0,-1.0,0.0,unknown,1
2763,57.0,services,married,tertiary,no,10.0,no,no,telephone,8.0,jul,320.0,3.0,-1.0,0.0,unknown,1
2764,42.0,blue-collar,married,secondary,no,2157.0,yes,no,cellular,13.0,may,149.0,1.0,364.0,2.0,failure,1
2765,53.0,retired,married,secondary,no,6095.0,yes,yes,cellular,14.0,may,410.0,5.0,-1.0,0.0,unknown,1
2766,63.0,retired,married,tertiary,no,133.0,yes,no,cellular,13.0,feb,104.0,2.0,-1.0,0.0,unknown,1
2767,47.0,self-employed,married,secondary,no,1121.0,no,no,unknown,20.0,jun,454.0,6.0,-1.0,0.0,unknown,1
2768,54.0,services,married,secondary,no,88.0,yes,no,unknown,13.0,may,190.0,1.0,-1.0,0.0,unknown,1
2769,45.0,admin.,married,secondary,no,0.0,no,no,cellular,19.0,aug,145.0,10.0,-1.0,0.0,unknown,1
2770,28.0,management,single,tertiary,no,-328.0,yes,no,telephone,2.0,feb,318.0,2.0,-1.0,0.0,unknown,1
2771,58.0,unemployed,married,secondary,no,610.0,yes,no,telephone,29.0,jul,246.0,2.0,-1.0,0.0,unknown,1
2772,48.0,management,single,tertiary,no,414.0,no,no,cellular,21.0,jul,761.0,2.0,-1.0,0.0,unknown,1
2773,35.0,management,divorced,tertiary,no,0.0,yes,no,telephone,29.0,oct,171.0,1.0,-1.0,0.0,unknown,2
2774,37.0,self-employed,married,tertiary,no,0.0,no,no,unknown,6.0,jun,143.0,1.0,-1.0,0.0,unknown,1
2775,37.0,blue-collar,married,secondary,no,685.0,yes,no,unknown,6.0,jun,968.0,1.0,-1.0,0.0,unknown,1
2776,37.0,management,married,primary,no,22856.0,no,no,cellular,2.0,jul,154.0,1.0,388.0,1.0,failure,1
2777,25.0,services,single,secondary,no,-352.0,no,no,cellular,15.0,jul,246.0,1.0,-1.0,0.0,unknown,1
2778,58.0,blue-collar,married,secondary,no,602.0,yes,no,cellular,13.0,may,201.0,1.0,-1.0,0.0,unknown,1
2779,52.0,management,married,secondary,no,-588.0,yes,no,cellular,22.0,jul,81.0,4.0,-1.0,0.0,unknown,1
2780,19.0,student,single,secondary,no,302.0,no,no,cellular,16.0,jul,205.0,1.0,-1.0,0.0,unknown,2
2781,59.0,blue-collar,married,secondary,no,5314.0,yes,no,cellular,5.0,may,200.0,3.0,-1.0,0.0,unknown,1
2782,41.0,technician,married,secondary,no,64.0,yes,yes,unknown,8.0,may,210.0,2.0,-1.0,0.0,unknown,1
2783,34.0,technician,single,tertiary,no,632.0,no,no,cellular,22.0,aug,215.0,10.0,-1.0,0.0,unknown,1
2784,35.0,technician,single,secondary,no,5731.0,yes,no,cellular,4.0,may,164.0,2.0,167.0,4.0,other,1
2785,41.0,technician,married,secondary,no,902.0,no,no,unknown,16.0,jun,35.0,6.0,-1.0,0.0,unknown,1
2786,28.0,blue-collar,single,secondary,no,6307.0,yes,no,unknown,28.0,may,615.0,1.0,-1.0,0.0,unknown,1
2787,53.0,management,divorced,secondary,no,112.0,no,yes,cellular,11.0,aug,246.0,3.0,-1.0,0.0,unknown,1
2788,35.0,services,married,secondary,no,0.0,no,yes,telephone,9.0,jul,42.0,1.0,-1.0,0.0,unknown,1
2789,33.0,admin.,single,tertiary,no,621.0,no,no,cellular,8.0,jul,217.0,1.0,-1.0,0.0,unknown,1
2790,37.0,technician,single,secondary,no,435.0,yes,no,unknown,26.0,may,210.0,1.0,-1.0,0.0,unknown,1
2791,32.0,technician,married,secondary,no,782.0,yes,no,unknown,26.0,may,116.0,4.0,-1.0,0.0,unknown,1
2792,32.0,blue-collar,married,secondary,no,478.0,yes,no,unknown,3.0,jun,200.0,1.0,-1.0,0.0,unknown,1
2793,54.0,services,married,unknown,no,7864.0,yes,no,unknown,15.0,may,145.0,4.0,-1.0,0.0,unknown,1
2794,44.0,blue-collar,married,secondary,no,1910.0,yes,no,unknown,5.0,jun,41.0,1.0,-1.0,0.0,unknown,1
2795,36.0,technician,divorced,tertiary,no,1174.0,yes,no,cellular,18.0,nov,192.0,2.0,-1.0,0.0,unknown,1
2796,56.0,admin.,married,secondary,no,1270.0,yes,no,cellular,17.0,nov,80.0,2.0,165.0,2.0,other,1
2797,30.0,management,single,tertiary,no,18.0,no,no,unknown,20.0,may,121.0,11.0,-1.0,0.0,unknown,1
2798,36.0,blue-collar,married,secondary,no,141.0,yes,no,unknown,23.0,may,106.0,3.0,-1.0,0.0,unknown,1
2799,43.0,management,married,tertiary,no,2886.0,no,no,cellular,20.0,nov,230.0,1.0,-1.0,0.0,unknown,1
2800,40.0,technician,married,secondary,no,2715.0,yes,no,unknown,29.0,may,125.0,2.0,-1.0,0.0,unknown,1
2801,32.0,technician,single,tertiary,no,1100.0,yes,yes,cellular,11.0,aug,67.0,1.0,-1.0,0.0,unknown,1
2802,34.0,blue-collar,married,secondary,no,516.0,yes,yes,unknown,2.0,jun,26.0,1.0,-1.0,0.0,unknown,1
2803,37.0,services,married,secondary,no,1.0,no,no,unknown,15.0,may,395.0,2.0,-1.0,0.0,unknown,1
2804,28.0,admin.,single,secondary,no,775.0,no,no,cellular,29.0,jan,603.0,2.0,-1.0,0.0,unknown,1
2805,35.0,unknown,married,primary,no,634.0,no,no,cellular,7.0,jul,185.0,2.0,-1.0,0.0,unknown,1
2806,53.0,blue-collar,single,secondary,no,5715.0,no,no,cellular,28.0,jan,287.0,2.0,-1.0,0.0,unknown,1
2807,60.0,admin.,married,unknown,no,1088.0,yes,no,cellular,26.0,may,149.0,1.0,-1.0,0.0,unknown,1
2808,40.0,entrepreneur,married,secondary,no,1532.0,yes,yes,cellular,18.0,nov,173.0,7.0,-1.0,0.0,unknown,1
2809,57.0,retired,married,primary,no,75.0,no,no,cellular,28.0,aug,118.0,2.0,-1.0,0.0,unknown,1
2810,29.0,technician,single,secondary,no,103.0,no,no,unknown,19.0,may,314.0,1.0,-1.0,0.0,unknown,1
2811,44.0,blue-collar,married,primary,no,134.0,yes,no,cellular,7.0,may,378.0,1.0,-1.0,0.0,unknown,1
2812,41.0,admin.,single,secondary,no,748.0,no,no,telephone,21.0,nov,94.0,7.0,130.0,3.0,other,1
2813,47.0,technician,married,secondary,no,1990.0,yes,yes,cellular,25.0,aug,108.0,4.0,-1.0,0.0,unknown,1
2814,43.0,technician,married,tertiary,no,192.0,no,no,cellular,5.0,aug,203.0,2.0,-1.0,0.0,unknown,1
2815,37.0,technician,single,secondary,no,267.0,no,no,cellular,13.0,may,121.0,1.0,-1.0,0.0,unknown,1
2816,34.0,technician,single,tertiary,no,586.0,yes,no,unknown,16.0,may,489.0,2.0,-1.0,0.0,unknown,1
2817,30.0,blue-collar,single,secondary,no,648.0,yes,yes,unknown,8.0,may,287.0,1.0,-1.0,0.0,unknown,1
2818,57.0,entrepreneur,divorced,secondary,yes,25.0,yes,no,cellular,11.0,may,652.0,1.0,370.0,4.0,other,1
2819,26.0,admin.,single,secondary,no,96.0,yes,no,cellular,13.0,may,612.0,2.0,348.0,3.0,other,1
2820,34.0,management,married,tertiary,no,1116.0,yes,no,cellular,25.0,jul,53.0,5.0,-1.0,0.0,unknown,1
2821,46.0,technician,divorced,secondary,no,-90.0,no,yes,telephone,17.0,oct,270.0,1.0,-1.0,0.0,unknown,2
2822,38.0,entrepreneur,married,tertiary,no,170.0,yes,no,cellular,18.0,may,442.0,1.0,-1.0,0.0,unknown,2
2823,37.0,technician,single,secondary,no,3665.0,no,no,cellular,12.0,aug,664.0,3.0,-1.0,0.0,unknown,2
2824,28.0,management,single,tertiary,no,2380.0,no,no,cellular,14.0,sep,394.0,2.0,-1.0,0.0,unknown,1
2825,57.0,blue-collar,married,primary,no,179.0,no,no,unknown,9.0,jun,230.0,3.0,-1.0,0.0,unknown,1
2826,39.0,management,married,tertiary,no,763.0,yes,no,cellular,11.0,may,877.0,7.0,300.0,2.0,other,2
2827,49.0,services,married,secondary,no,320.0,no,no,telephone,9.0,feb,1971.0,4.0,-1.0,0.0,unknown,2
2828,38.0,technician,married,secondary,no,1960.0,yes,no,cellular,21.0,aug,161.0,2.0,-1.0,0.0,unknown,1
2829,27.0,blue-collar,married,secondary,no,818.0,yes,no,unknown,3.0,jun,188.0,5.0,-1.0,0.0,unknown,1
2830,30.0,admin.,married,secondary,no,2678.0,yes,no,cellular,18.0,may,23.0,5.0,-1.0,0.0,unknown,1
2831,38.0,admin.,married,tertiary,no,1980.0,no,no,cellular,5.0,aug,176.0,2.0,-1.0,0.0,unknown,1
2832,36.0,management,married,tertiary,no,1582.0,no,no,telephone,3.0,feb,26.0,2.0,197.0,1.0,failure,1
2833,38.0,retired,single,unknown,no,62.0,no,no,unknown,19.0,jun,212.0,1.0,-1.0,0.0,unknown,1
2834,59.0,housemaid,married,primary,no,235.0,no,no,cellular,13.0,aug,119.0,2.0,-1.0,0.0,unknown,1
2835,37.0,management,married,tertiary,no,489.0,yes,no,cellular,7.0,aug,205.0,5.0,-1.0,0.0,unknown,1
2836,29.0,self-employed,married,tertiary,no,3931.0,yes,no,unknown,3.0,jun,73.0,4.0,-1.0,0.0,unknown,1
2837,43.0,blue-collar,married,secondary,no,699.0,yes,yes,cellular,20.0,nov,1258.0,2.0,122.0,2.0,other,2
2838,33.0,technician,married,secondary,no,58.0,yes,no,telephone,29.0,aug,57.0,2.0,-1.0,0.0,unknown,1
2839,54.0,housemaid,divorced,secondary,no,1327.0,no,no,unknown,5.0,jun,115.0,2.0,-1.0,0.0,unknown,1
2840,55.0,services,married,secondary,no,557.0,no,no,unknown,19.0,jun,58.0,1.0,-1.0,0.0,unknown,1
2841,32.0,technician,single,tertiary,no,741.0,yes,no,cellular,11.0,aug,238.0,1.0,-1.0,0.0,unknown,1
2842,48.0,management,married,primary,no,3230.0,yes,no,telephone,20.0,nov,207.0,3.0,-1.0,0.0,unknown,1
2843,33.0,management,single,tertiary,no,1439.0,yes,no,cellular,3.0,jun,178.0,2.0,-1.0,0.0,unknown,1
2844,46.0,admin.,married,secondary,no,120.0,yes,no,unknown,14.0,may,20.0,11.0,-1.0,0.0,unknown,1
2845,44.0,management,married,tertiary,no,1058.0,no,no,cellular,11.0,mar,188.0,3.0,-1.0,0.0,unknown,2
2846,47.0,blue-collar,married,primary,no,881.0,yes,no,cellular,14.0,may,143.0,1.0,370.0,2.0,failure,1
2847,38.0,technician,married,secondary,no,6728.0,no,no,cellular,25.0,nov,232.0,1.0,96.0,4.0,success,2
2848,80.0,retired,married,secondary,no,462.0,no,no,cellular,7.0,dec,127.0,2.0,-1.0,0.0,unknown,1
2849,40.0,self-employed,married,secondary,no,167.0,yes,yes,cellular,8.0,may,380.0,4.0,295.0,1.0,failure,1
2850,43.0,entrepreneur,married,tertiary,no,1574.0,yes,no,cellular,19.0,nov,167.0,3.0,-1.0,0.0,unknown,1
2851,32.0,technician,single,tertiary,no,1625.0,no,no,cellular,22.0,may,796.0,1.0,109.0,1.0,failure,2
2852,39.0,management,married,tertiary,no,562.0,no,no,cellular,13.0,sep,303.0,2.0,-1.0,0.0,unknown,1
2853,33.0,technician,married,secondary,no,9305.0,yes,no,cellular,17.0,apr,407.0,2.0,-1.0,0.0,unknown,1
2854,31.0,technician,single,secondary,no,35.0,no,yes,cellular,16.0,jul,229.0,1.0,-1.0,0.0,unknown,1
2855,36.0,management,single,tertiary,no,0.0,no,no,cellular,11.0,aug,108.0,2.0,-1.0,0.0,unknown,1
2856,35.0,management,single,tertiary,no,2486.0,yes,no,cellular,25.0,may,265.0,1.0,-1.0,0.0,unknown,1
2857,25.0,services,single,secondary,no,368.0,no,no,telephone,25.0,jul,168.0,1.0,-1.0,0.0,unknown,1
2858,33.0,management,single,secondary,no,1558.0,yes,no,cellular,17.0,apr,97.0,1.0,-1.0,0.0,unknown,1
2859,23.0,blue-collar,single,primary,no,8627.0,yes,no,cellular,15.0,may,169.0,1.0,346.0,1.0,failure,1
2860,31.0,management,single,tertiary,no,2590.0,no,no,cellular,23.0,sep,103.0,2.0,484.0,2.0,other,1
2861,36.0,management,married,tertiary,no,0.0,yes,yes,unknown,3.0,jun,599.0,3.0,-1.0,0.0,unknown,1
2862,44.0,technician,single,tertiary,no,900.0,yes,no,cellular,29.0,jan,322.0,2.0,-1.0,0.0,unknown,1
2863,31.0,management,single,tertiary,no,385.0,yes,no,unknown,21.0,may,304.0,1.0,-1.0,0.0,unknown,1
2864,55.0,blue-collar,married,primary,no,1649.0,yes,no,cellular,12.0,may,52.0,3.0,-1.0,0.0,unknown,1
2865,51.0,housemaid,divorced,secondary,no,9228.0,no,no,cellular,18.0,jul,655.0,4.0,-1.0,0.0,unknown,2
2866,36.0,admin.,married,secondary,no,0.0,yes,yes,cellular,9.0,feb,101.0,2.0,-1.0,0.0,unknown,1
2867,27.0,unemployed,single,tertiary,no,1.0,no,no,cellular,3.0,feb,65.0,2.0,-1.0,0.0,unknown,1
2868,40.0,services,married,secondary,no,771.0,yes,no,cellular,15.0,may,173.0,4.0,-1.0,0.0,unknown,1
2869,49.0,services,married,secondary,no,280.0,yes,no,telephone,14.0,jul,162.0,3.0,-1.0,0.0,unknown,1
2870,59.0,retired,married,primary,no,46.0,no,no,cellular,14.0,aug,78.0,2.0,-1.0,0.0,unknown,1
2871,32.0,management,married,tertiary,no,2431.0,yes,no,cellular,14.0,may,646.0,5.0,-1.0,0.0,unknown,2
2872,42.0,retired,single,tertiary,no,308.0,no,no,cellular,30.0,jan,114.0,2.0,-1.0,0.0,unknown,1
2873,35.0,management,divorced,tertiary,no,160.0,yes,no,unknown,4.0,jun,141.0,6.0,-1.0,0.0,unknown,1
2874,29.0,blue-collar,single,secondary,no,555.0,yes,no,cellular,15.0,may,133.0,4.0,-1.0,0.0,unknown,1
2875,29.0,technician,single,secondary,no,778.0,yes,no,unknown,6.0,jun,1994.0,2.0,-1.0,0.0,unknown,1
2876,37.0,blue-collar,single,secondary,no,48.0,no,no,cellular,6.0,may,140.0,2.0,-1.0,0.0,unknown,1
2877,49.0,admin.,married,primary,no,169.0,yes,no,cellular,15.0,may,82.0,3.0,-1.0,0.0,unknown,1
2878,51.0,services,divorced,secondary,no,12.0,yes,no,cellular,17.0,nov,150.0,1.0,-1.0,0.0,unknown,1
2879,61.0,housemaid,married,primary,no,848.0,no,no,cellular,27.0,apr,605.0,1.0,187.0,1.0,other,1
2880,43.0,management,married,secondary,no,481.0,yes,no,telephone,18.0,nov,164.0,1.0,110.0,2.0,other,1
2881,42.0,services,married,tertiary,no,12223.0,yes,no,cellular,19.0,nov,36.0,1.0,-1.0,0.0,unknown,1
2882,24.0,blue-collar,married,secondary,no,-254.0,yes,yes,unknown,27.0,may,290.0,2.0,-1.0,0.0,unknown,1
2883,46.0,self-employed,married,tertiary,no,1148.0,no,no,telephone,29.0,jul,104.0,2.0,-1.0,0.0,unknown,1
2884,23.0,admin.,single,secondary,no,5.0,no,no,unknown,12.0,may,413.0,1.0,-1.0,0.0,unknown,1
2885,26.0,services,single,secondary,no,50.0,yes,no,cellular,12.0,aug,153.0,1.0,-1.0,0.0,unknown,1
2886,43.0,blue-collar,divorced,primary,no,92.0,yes,no,unknown,15.0,may,237.0,2.0,-1.0,0.0,unknown,1
2887,35.0,technician,single,tertiary,no,470.0,yes,no,cellular,25.0,jul,743.0,13.0,-1.0,0.0,unknown,2
2888,38.0,technician,married,secondary,no,0.0,no,no,cellular,28.0,aug,82.0,4.0,-1.0,0.0,unknown,1
2889,56.0,unemployed,divorced,primary,no,109.0,no,no,cellular,15.0,jul,924.0,4.0,-1.0,0.0,unknown,1
2890,31.0,services,married,secondary,no,440.0,yes,no,unknown,17.0,jun,117.0,3.0,-1.0,0.0,unknown,1
2891,32.0,management,single,tertiary,no,0.0,no,no,cellular,5.0,feb,550.0,4.0,-1.0,0.0,unknown,2
2892,28.0,services,single,secondary,no,2685.0,no,yes,unknown,24.0,aug,5.0,1.0,-1.0,0.0,unknown,1
2893,26.0,admin.,divorced,secondary,yes,-3.0,yes,no,unknown,13.0,may,181.0,5.0,-1.0,0.0,unknown,1
2894,49.0,management,married,tertiary,no,7007.0,no,no,cellular,17.0,nov,325.0,2.0,-1.0,0.0,unknown,1
2895,33.0,admin.,married,secondary,no,220.0,yes,no,unknown,27.0,may,345.0,1.0,-1.0,0.0,unknown,1
2896,80.0,retired,married,primary,no,1548.0,no,no,cellular,6.0,aug,331.0,2.0,-1.0,0.0,unknown,1
2897,40.0,blue-collar,married,secondary,no,326.0,yes,yes,cellular,7.0,jul,112.0,1.0,-1.0,0.0,unknown,1
2898,42.0,technician,divorced,secondary,no,0.0,yes,no,unknown,30.0,may,115.0,6.0,-1.0,0.0,unknown,1
2899,46.0,blue-collar,married,secondary,no,123.0,no,no,cellular,20.0,aug,381.0,3.0,-1.0,0.0,unknown,1
2900,32.0,management,single,tertiary,no,697.0,no,no,cellular,7.0,aug,119.0,1.0,99.0,3.0,failure,1
2901,37.0,services,single,tertiary,no,223.0,yes,no,unknown,28.0,may,25.0,1.0,-1.0,0.0,unknown,1
2902,32.0,student,married,secondary,no,1694.0,yes,no,cellular,28.0,jan,929.0,1.0,-1.0,0.0,unknown,1
2903,53.0,management,married,tertiary,no,4446.0,yes,no,unknown,14.0,may,429.0,1.0,-1.0,0.0,unknown,1
2904,39.0,management,married,tertiary,no,894.0,yes,no,cellular,20.0,apr,491.0,1.0,326.0,1.0,other,1
2905,31.0,technician,divorced,secondary,no,202.0,yes,no,cellular,18.0,jul,146.0,1.0,-1.0,0.0,unknown,1
2906,34.0,management,single,tertiary,no,0.0,no,no,cellular,21.0,aug,191.0,2.0,-1.0,0.0,unknown,1
2907,44.0,technician,married,tertiary,no,1707.0,no,no,cellular,8.0,aug,406.0,3.0,-1.0,0.0,unknown,1
2908,35.0,technician,married,secondary,no,13658.0,yes,no,telephone,9.0,dec,220.0,2.0,-1.0,0.0,unknown,1
2909,39.0,admin.,married,secondary,no,406.0,no,no,cellular,30.0,jul,253.0,5.0,-1.0,0.0,unknown,1
2910,55.0,services,married,secondary,no,96.0,no,no,telephone,30.0,jul,340.0,2.0,-1.0,0.0,unknown,1
2911,34.0,housemaid,married,secondary,no,0.0,yes,no,unknown,30.0,oct,154.0,1.0,-1.0,0.0,unknown,2
2912,39.0,technician,married,tertiary,no,-276.0,no,yes,cellular,11.0,aug,121.0,4.0,-1.0,0.0,unknown,1
2913,58.0,retired,married,secondary,no,413.0,no,no,cellular,27.0,aug,104.0,5.0,-1.0,0.0,unknown,1
2914,37.0,blue-collar,married,primary,no,655.0,yes,no,cellular,5.0,feb,127.0,2.0,258.0,4.0,failure,1
2915,56.0,retired,divorced,primary,no,694.0,no,no,cellular,29.0,jan,144.0,1.0,102.0,1.0,other,2
2916,32.0,admin.,single,secondary,no,10218.0,yes,no,cellular,19.0,nov,149.0,2.0,-1.0,0.0,unknown,1
2917,41.0,technician,single,tertiary,no,1646.0,yes,no,cellular,4.0,feb,261.0,1.0,184.0,6.0,success,2
2918,29.0,admin.,single,tertiary,no,14.0,no,no,cellular,29.0,sep,87.0,1.0,120.0,1.0,failure,1
2919,44.0,management,married,tertiary,no,7635.0,no,no,cellular,21.0,aug,719.0,5.0,-1.0,0.0,unknown,1
2920,24.0,blue-collar,married,secondary,no,9.0,yes,no,unknown,27.0,may,292.0,7.0,-1.0,0.0,unknown,1
2921,43.0,management,single,secondary,no,1029.0,yes,no,unknown,2.0,jun,145.0,1.0,-1.0,0.0,unknown,1
2922,26.0,admin.,married,tertiary,no,2855.0,no,no,cellular,30.0,mar,52.0,3.0,-1.0,0.0,unknown,1
2923,39.0,admin.,married,secondary,no,260.0,yes,no,cellular,17.0,apr,146.0,1.0,281.0,1.0,failure,1
2924,49.0,blue-collar,married,secondary,no,2039.0,yes,no,cellular,6.0,may,451.0,1.0,169.0,2.0,failure,2
2925,52.0,blue-collar,divorced,primary,no,-97.0,yes,yes,unknown,9.0,may,167.0,4.0,-1.0,0.0,unknown,1
2926,33.0,blue-collar,married,tertiary,no,1465.0,no,no,cellular,19.0,aug,98.0,4.0,-1.0,0.0,unknown,1
2927,30.0,blue-collar,married,secondary,no,125.0,yes,no,unknown,29.0,may,238.0,2.0,-1.0,0.0,unknown,1
2928,32.0,technician,single,tertiary,no,930.0,no,no,cellular,27.0,aug,85.0,7.0,-1.0,0.0,unknown,1
2929,27.0,management,single,tertiary,no,0.0,yes,no,cellular,30.0,jan,323.0,4.0,-1.0,0.0,unknown,1
2930,58.0,blue-collar,married,primary,no,73.0,no,no,unknown,17.0,jun,116.0,1.0,-1.0,0.0,unknown,1
2931,46.0,retired,married,primary,no,-35.0,yes,no,cellular,7.0,may,304.0,3.0,-1.0,0.0,unknown,1
2932,28.0,management,single,tertiary,no,1351.0,no,no,cellular,10.0,dec,267.0,1.0,-1.0,0.0,unknown,1
2933,39.0,services,married,primary,no,1601.0,yes,no,unknown,23.0,may,201.0,2.0,-1.0,0.0,unknown,1
2934,41.0,services,married,unknown,no,88.0,yes,no,cellular,11.0,may,105.0,1.0,336.0,2.0,failure,1
2935,38.0,services,married,secondary,no,435.0,yes,no,unknown,23.0,may,193.0,2.0,-1.0,0.0,unknown,1
2936,50.0,unemployed,divorced,secondary,no,717.0,yes,no,cellular,30.0,jan,113.0,1.0,-1.0,0.0,unknown,1
2937,56.0,services,married,secondary,no,705.0,yes,no,unknown,29.0,may,151.0,2.0,-1.0,0.0,unknown,1
2938,34.0,technician,married,secondary,no,1553.0,no,no,cellular,20.0,aug,200.0,2.0,-1.0,0.0,unknown,1
2939,33.0,blue-collar,divorced,secondary,no,-131.0,yes,no,unknown,16.0,may,145.0,1.0,-1.0,0.0,unknown,1
2940,61.0,technician,married,secondary,no,1191.0,no,no,cellular,21.0,may,214.0,4.0,-1.0,0.0,unknown,2
2941,36.0,admin.,single,secondary,no,47.0,no,yes,cellular,9.0,jul,36.0,6.0,-1.0,0.0,unknown,1
2942,34.0,technician,married,tertiary,no,544.0,yes,yes,cellular,18.0,nov,58.0,2.0,-1.0,0.0,unknown,1
2943,36.0,blue-collar,married,secondary,no,688.0,yes,no,unknown,6.0,may,174.0,2.0,-1.0,0.0,unknown,1
2944,45.0,management,married,tertiary,no,242.0,no,no,cellular,30.0,apr,587.0,1.0,-1.0,0.0,unknown,2
2945,27.0,student,single,tertiary,no,118.0,no,no,cellular,25.0,may,112.0,1.0,-1.0,0.0,unknown,1
2946,45.0,admin.,married,secondary,no,-388.0,yes,no,cellular,14.0,jul,175.0,2.0,-1.0,0.0,unknown,1
2947,40.0,self-employed,married,tertiary,no,1603.0,no,no,unknown,17.0,jun,279.0,1.0,-1.0,0.0,unknown,1
2948,36.0,management,single,secondary,no,1511.0,yes,no,cellular,16.0,nov,270.0,1.0,-1.0,0.0,unknown,2
2949,46.0,blue-collar,married,primary,no,147.0,yes,no,cellular,6.0,may,116.0,2.0,169.0,3.0,failure,1
2950,37.0,entrepreneur,married,tertiary,no,836.0,yes,no,unknown,27.0,may,129.0,2.0,-1.0,0.0,unknown,1
2951,36.0,technician,married,secondary,no,55.0,yes,no,cellular,13.0,may,38.0,2.0,369.0,4.0,failure,1
2952,37.0,admin.,married,secondary,no,1123.0,no,yes,unknown,28.0,may,138.0,1.0,-1.0,0.0,unknown,1
2953,22.0,student,single,tertiary,no,691.0,no,no,cellular,19.0,aug,338.0,1.0,-1.0,0.0,unknown,2
2954,51.0,services,married,secondary,no,0.0,no,yes,unknown,26.0,jun,565.0,3.0,-1.0,0.0,unknown,1
2955,49.0,technician,married,secondary,no,12531.0,no,no,cellular,13.0,aug,77.0,8.0,-1.0,0.0,unknown,1
2956,35.0,management,married,tertiary,no,552.0,yes,yes,cellular,19.0,nov,314.0,2.0,124.0,1.0,failure,1
2957,50.0,housemaid,married,primary,no,0.0,no,no,unknown,20.0,jun,179.0,2.0,-1.0,0.0,unknown,1
2958,31.0,services,married,tertiary,no,309.0,yes,yes,unknown,7.0,may,294.0,1.0,-1.0,0.0,unknown,1
2959,47.0,services,single,secondary,no,33.0,yes,no,cellular,5.0,may,298.0,1.0,-1.0,0.0,unknown,1
2960,59.0,blue-collar,married,secondary,no,681.0,yes,no,telephone,14.0,apr,427.0,2.0,-1.0,0.0,unknown,1
2961,32.0,blue-collar,married,secondary,no,1787.0,yes,no,cellular,12.0,may,87.0,4.0,357.0,4.0,failure,1
2962,71.0,retired,married,tertiary,no,14220.0,yes,no,cellular,9.0,sep,397.0,1.0,-1.0,0.0,unknown,2
2963,31.0,management,single,tertiary,no,12569.0,no,no,cellular,9.0,sep,344.0,1.0,295.0,1.0,failure,2
2964,41.0,blue-collar,married,primary,no,4.0,no,no,cellular,23.0,jul,74.0,5.0,-1.0,0.0,unknown,1
2965,35.0,blue-collar,married,primary,no,3587.0,yes,no,unknown,30.0,may,148.0,4.0,-1.0,0.0,unknown,1
2966,36.0,management,married,tertiary,no,254.0,no,no,unknown,6.0,jun,161.0,3.0,-1.0,0.0,unknown,1
2967,46.0,blue-collar,divorced,primary,no,1712.0,no,no,unknown,19.0,jun,110.0,1.0,-1.0,0.0,unknown,1
2968,46.0,blue-collar,married,secondary,no,4855.0,yes,no,cellular,10.0,aug,1529.0,1.0,397.0,1.0,failure,1
2969,47.0,technician,married,tertiary,no,2408.0,no,no,cellular,12.0,aug,236.0,1.0,104.0,1.0,success,1
2970,35.0,management,single,tertiary,no,252.0,yes,no,cellular,8.0,aug,89.0,2.0,-1.0,0.0,unknown,1
2971,37.0,blue-collar,married,secondary,no,346.0,yes,no,cellular,17.0,apr,390.0,1.0,316.0,1.0,failure,1
2972,56.0,admin.,married,secondary,no,45.0,no,no,unknown,5.0,may,1467.0,1.0,-1.0,0.0,unknown,2
2973,46.0,admin.,married,secondary,no,556.0,yes,yes,unknown,15.0,may,646.0,3.0,-1.0,0.0,unknown,2
2974,44.0,management,divorced,tertiary,no,-710.0,yes,no,cellular,10.0,jul,183.0,1.0,-1.0,0.0,unknown,1
2975,48.0,technician,single,tertiary,no,-551.0,yes,no,cellular,11.0,may,168.0,2.0,-1.0,0.0,unknown,1
2976,28.0,blue-collar,single,secondary,no,56.0,yes,no,unknown,23.0,may,66.0,1.0,-1.0,0.0,unknown,1
2977,38.0,entrepreneur,married,tertiary,no,1514.0,no,yes,cellular,21.0,nov,160.0,3.0,120.0,3.0,failure,1
