d3mIndex,V1,V2,V3,V4,Class
4037,1.924,0.521,1.883,0.925,1
4038,1.904,0.517,1.888,0.94,1
4039,1.885,0.513,1.924,0.956,1
4040,0.575,0.51,2.664,0.97,2
4041,0.575,0.506,1.915,0.985,2
4042,1.828,0.502,1.875,1.0,1
4043,0.574,0.498,1.87,1.016,2
4044,1.79,0.494,1.87,1.03,4
4045,1.773,0.491,1.869,1.043,4
4046,0.803,0.488,1.866,1.055,2
4047,0.787,0.485,1.872,1.066,2
4048,0.776,0.482,2.585,1.077,2
4049,0.765,0.48,1.885,1.084,2
4050,0.763,0.478,1.773,1.084,2
4051,0.766,0.479,1.777,1.081,2
4052,0.766,0.478,1.782,1.079,2
4053,0.766,0.478,1.78,1.082,2
4054,0.766,0.477,1.777,1.082,2
4055,0.765,0.477,1.777,1.085,2
4056,0.765,0.473,1.774,1.082,2
4057,0.767,0.476,1.776,1.106,2
4058,0.767,0.475,1.78,1.112,2
4059,0.767,0.474,1.781,1.081,2
4060,0.779,0.473,1.783,1.074,2
4061,1.512,0.472,1.785,1.073,4
4062,1.505,0.471,1.788,1.071,4
4063,1.514,0.47,2.023,1.066,4
4064,1.726,0.468,2.032,1.065,4
4065,1.725,0.468,2.028,1.066,4
4066,1.724,0.469,2.595,1.067,4
4067,1.724,0.469,1.993,1.067,4
4068,1.724,0.469,2.062,1.067,4
4069,1.724,0.469,2.063,1.067,4
4070,1.724,0.469,2.062,1.067,4
4071,1.724,0.469,2.027,1.067,4
4072,1.723,0.469,2.6,1.067,4
4073,1.723,0.469,2.619,1.068,4
4074,1.723,0.468,2.594,1.067,4
4075,1.723,0.468,2.595,1.067,4
4076,1.723,0.469,2.598,1.067,4
4077,1.723,0.468,2.595,1.067,4
4078,1.722,0.468,2.603,1.067,4
4079,1.72,0.468,2.592,1.069,4
4080,0.569,0.468,2.593,1.072,2
4081,1.711,0.467,1.79,1.077,4
4082,1.704,0.466,1.784,1.082,4
4083,1.696,0.466,1.774,1.089,4
4084,0.57,0.465,1.771,1.095,2
4085,1.68,0.464,1.771,1.102,4
4086,1.672,0.463,1.76,1.109,4
4087,1.663,0.463,1.881,1.117,4
4088,1.655,0.462,1.883,1.124,4
4089,1.647,0.461,1.906,1.13,4
4090,1.639,0.461,1.873,1.138,4
4091,1.426,0.461,1.868,1.145,4
4092,1.415,0.462,1.866,1.154,4
4093,1.413,0.462,1.864,1.163,4
4094,1.603,0.463,1.861,1.172,4
4095,1.593,0.464,1.859,1.185,4
4096,1.38,0.465,1.853,1.195,4
4097,1.371,0.466,1.851,1.205,4
4098,1.363,0.467,1.846,1.215,4
4099,1.355,0.469,1.846,0.567,4
4100,1.347,0.471,1.84,1.233,4
4101,1.34,0.472,1.837,1.242,4
4102,1.332,0.474,1.834,1.251,4
4103,1.515,0.476,1.831,1.26,4
4104,1.505,0.478,1.828,1.27,4
4105,1.494,0.479,1.825,1.277,4
4106,1.484,0.481,1.822,1.286,4
4107,1.473,0.482,1.819,1.296,4
4108,1.464,0.484,1.816,1.308,4
4109,1.454,0.486,1.813,1.314,4
4110,1.444,0.488,1.807,1.327,4
4111,1.434,0.49,1.804,0.817,4
4112,1.424,0.492,1.8,0.825,4
4113,1.415,0.494,1.798,0.83,4
4114,1.406,0.497,1.795,0.838,1
4115,1.397,0.499,1.792,0.846,1
4116,1.387,0.502,1.789,0.855,1
4117,1.377,0.505,1.785,0.861,1
4118,1.366,0.508,1.781,0.572,1
4119,1.354,0.512,1.776,0.578,1
4120,1.34,0.517,1.77,0.579,1
4121,1.326,0.523,1.764,0.584,1
4122,1.311,0.528,1.758,0.934,1
4123,1.298,0.534,1.751,0.595,1
4124,1.279,0.541,1.743,0.604,1
4125,1.262,0.549,1.735,1.526,1
4126,1.245,0.556,1.727,0.625,1
4127,1.227,0.565,1.719,0.626,1
4128,1.209,0.571,1.711,1.579,1
4129,1.192,0.579,1.703,0.64,1
4130,1.174,0.587,1.695,1.621,1
4131,1.156,0.595,1.686,1.641,1
4132,1.141,0.603,1.677,1.658,1
4133,1.122,0.611,1.668,1.675,1
4134,1.103,0.619,1.658,0.68,1
4135,1.084,0.627,1.649,1.72,1
4136,1.065,0.636,1.64,0.697,1
4137,1.043,0.645,1.63,0.706,1
4138,1.024,0.651,1.622,0.707,1
4139,1.006,0.662,1.613,0.719,1
4140,0.988,0.67,1.604,0.724,1
4141,0.97,0.678,1.595,0.782,1
4142,0.952,0.687,1.586,1.869,1
4143,0.933,0.696,1.576,1.358,1
4144,0.915,0.705,1.567,1.907,1
4145,0.897,0.714,1.555,1.927,2
4146,0.878,0.722,1.552,1.41,2
4147,0.86,0.73,1.537,1.416,2
4148,0.843,0.738,1.525,0.809,2
4149,0.825,0.746,1.513,0.804,2
4150,0.809,0.753,1.504,0.814,2
4151,0.794,0.759,1.494,0.82,2
4152,0.785,0.762,1.495,1.492,2
4153,0.784,0.76,1.498,0.847,2
4154,0.787,0.759,1.503,0.843,2
4155,0.788,0.758,1.505,0.846,2
4156,0.789,0.758,1.505,0.845,2
4157,0.788,0.758,1.502,0.841,2
4158,0.788,0.758,1.502,0.841,2
4159,0.791,0.758,1.502,0.843,2
4160,0.791,0.757,1.502,0.841,2
4161,0.789,0.757,1.503,0.842,2
4162,0.785,0.759,1.504,0.825,2
4163,0.784,0.758,1.501,0.792,2
4164,0.783,0.766,1.502,0.79,2
4165,0.783,0.76,1.502,0.789,2
4166,0.782,0.759,1.506,0.788,2
4167,0.782,0.759,1.504,0.787,2
4168,0.781,0.755,1.504,0.785,2
4169,0.78,0.755,1.505,0.78,2
4170,0.779,0.754,1.506,0.778,2
4171,0.777,0.754,1.507,0.776,2
4172,0.776,0.754,1.512,0.777,2
4173,0.775,0.757,1.514,5.0,2
4174,0.774,0.757,1.515,0.773,2
4175,0.774,0.76,1.517,0.766,2
4176,0.773,0.764,1.521,0.76,2
4177,0.776,0.794,1.524,0.754,2
4178,0.778,0.803,1.535,0.751,2
4179,0.783,0.763,1.546,0.745,2
4180,0.826,0.795,1.539,0.743,2
4181,0.776,0.792,1.535,0.74,2
4182,0.775,0.769,1.557,0.738,2
4183,0.775,0.789,1.561,0.739,2
4184,0.778,0.805,1.558,0.735,2
4185,0.778,0.775,1.578,0.73,2
4186,0.784,0.768,1.605,0.728,2
4187,0.805,0.765,2.912,0.726,2
4188,1.529,0.762,1.593,0.724,1
4189,1.531,0.758,1.591,0.723,1
4190,0.791,0.756,1.597,0.722,2
4191,1.532,0.753,1.588,0.722,1
4192,1.53,0.752,1.599,0.723,1
4193,1.529,0.751,1.592,0.724,1
4194,1.528,0.751,1.578,0.725,1
4195,1.528,0.751,1.584,0.726,1
4196,1.527,0.75,1.595,0.727,1
4197,1.527,0.75,1.594,0.727,1
4198,1.525,0.75,1.578,0.729,1
4199,1.521,0.748,1.577,0.733,1
4200,1.514,0.745,1.581,0.74,1
4201,1.504,0.742,1.575,0.749,1
4202,1.493,0.738,1.567,0.76,1
4203,1.48,0.732,1.557,0.774,1
4204,1.465,0.726,1.547,0.788,1
4205,1.45,0.72,1.555,0.803,1
4206,1.433,0.714,2.959,0.82,1
4207,1.416,0.706,1.522,0.837,1
4208,1.397,0.7,2.97,0.855,1
4209,1.379,0.693,1.444,0.873,1
4210,1.361,0.686,2.987,0.892,1
4211,1.342,0.679,1.381,0.91,1
4212,1.323,0.673,1.384,0.929,1
4213,1.304,0.666,1.343,0.947,1
4214,1.285,0.658,1.321,0.966,1
4215,1.267,0.652,1.302,0.985,1
4216,1.248,0.645,1.283,1.004,1
4217,1.229,0.638,1.27,1.023,1
4218,1.209,0.631,1.25,1.042,1
4219,1.19,0.624,1.227,1.061,1
4220,1.17,0.617,1.208,1.08,1
4221,1.151,0.609,1.188,1.099,1
4222,1.132,0.602,3.093,1.118,1
4223,1.114,0.595,3.109,1.136,1
4224,1.096,0.587,1.157,1.155,1
4225,1.078,0.58,1.139,1.172,1
4226,1.06,0.573,1.096,1.19,1
4227,1.042,0.566,1.281,1.208,1
4228,1.024,0.559,1.084,1.226,1
4229,1.006,0.551,1.063,1.245,1
4230,0.987,0.544,1.048,1.263,1
4231,0.969,0.536,1.026,1.281,1
4232,0.715,0.529,1.011,1.299,2
4233,0.677,0.522,0.99,1.318,2
4234,0.651,0.514,0.971,1.336,2
4235,0.628,0.506,0.953,1.355,2
4236,0.606,0.498,0.934,1.373,2
4237,0.591,0.49,0.918,1.39,2
4238,0.585,0.484,0.882,1.406,2
4239,0.573,0.478,0.874,1.415,2
4240,0.835,0.479,0.871,1.415,2
4241,0.837,0.483,0.881,1.413,2
4242,0.839,0.482,0.883,1.413,2
4243,0.839,0.481,0.904,1.412,2
4244,0.839,0.479,0.904,1.412,2
4245,0.837,0.476,0.909,1.412,2
4246,0.831,0.475,0.909,1.412,2
4247,0.834,0.47,3.245,1.412,2
4248,0.834,0.47,3.245,1.412,2
4249,0.831,0.469,3.246,1.412,2
4250,0.831,0.468,2.647,1.412,2
4251,0.527,0.466,2.648,1.412,2
4252,0.832,0.464,2.648,1.414,2
4253,0.836,0.462,2.651,1.409,2
4254,0.839,0.46,2.648,1.408,2
4255,0.842,0.455,3.245,1.408,2
4256,0.843,0.456,0.906,1.407,2
4257,0.843,0.454,2.649,1.407,2
4258,0.841,0.453,0.916,1.41,2
4259,0.838,0.451,2.642,1.411,2
4260,0.838,0.449,2.643,1.41,2
4261,0.838,0.447,2.644,1.41,2
4262,0.834,0.445,2.644,1.417,2
4263,0.837,0.443,2.646,1.416,2
4264,0.845,0.441,2.647,1.413,2
4265,0.846,0.439,2.648,1.414,2
4266,0.845,0.437,2.65,1.414,2
4267,0.845,0.435,2.653,1.415,2
4268,0.846,0.433,1.496,1.416,2
4269,0.847,0.431,2.658,0.802,2
4270,0.836,0.428,1.482,0.797,2
4271,0.835,0.425,1.475,0.796,2
4272,0.834,0.423,1.469,0.795,2
4273,0.834,0.42,1.466,0.797,2
4274,0.842,0.417,2.665,0.479,2
4275,0.841,0.415,2.671,0.47,2
4276,0.841,0.414,2.671,0.461,2
4277,0.844,0.412,2.676,0.456,2
4278,0.843,0.411,1.489,0.451,2
4279,0.831,0.413,1.483,0.45,2
4280,0.827,0.414,1.477,0.446,2
4281,0.826,0.413,1.448,0.445,2
4282,0.825,0.408,1.444,0.438,2
4283,0.826,0.408,1.448,0.432,2
4284,0.828,0.408,1.443,0.428,2
4285,0.83,0.411,1.462,0.429,2
4286,0.829,0.423,1.465,0.428,2
4287,0.828,0.441,1.445,0.417,2
4288,0.83,0.467,1.442,0.408,2
4289,0.836,0.418,1.438,0.402,2
4290,0.84,0.419,1.439,0.398,2
4291,5.0,0.427,1.439,0.396,4
4292,0.828,0.484,1.458,0.393,2
4293,0.827,0.999,1.45,0.408,2
4294,0.83,0.431,1.449,0.387,2
4295,0.832,0.433,1.444,0.387,2
4296,0.835,0.434,1.444,0.387,2
4297,0.835,0.43,1.444,0.386,2
4298,0.835,0.43,1.444,0.385,2
4299,0.835,0.43,1.445,0.385,2
4300,0.839,0.428,1.442,0.384,2
4301,0.852,0.431,1.442,0.382,2
4302,0.856,0.432,1.443,0.381,2
4303,3.332,0.433,1.443,0.38,4
4304,3.333,0.437,1.444,0.379,4
4305,3.334,0.442,1.445,0.378,4
4306,3.334,0.453,1.448,0.377,4
4307,3.335,0.817,1.448,0.374,1
4308,3.334,0.818,1.448,0.378,1
4309,3.334,0.801,1.448,0.378,1
4310,3.333,0.818,1.448,0.375,1
4311,3.332,0.814,1.448,0.376,1
4312,3.329,0.817,1.449,0.382,1
4313,3.323,0.81,1.452,0.388,1
4314,3.314,0.803,1.456,0.397,1
4315,3.302,0.799,1.46,0.408,1
4316,3.288,0.79,1.466,0.421,1
4317,3.271,0.783,1.473,0.436,1
4318,3.256,0.78,1.479,0.451,1
4319,3.242,0.77,1.486,0.467,1
4320,3.224,0.762,1.494,0.485,1
4321,3.203,0.754,1.502,0.503,1
4322,3.188,0.591,1.51,0.521,1
4323,3.168,0.741,1.518,0.54,1
4324,3.149,0.632,1.526,0.559,1
4325,3.129,0.654,1.534,0.579,1
4326,3.11,0.715,1.542,0.598,1
4327,0.881,0.707,1.551,0.617,2
4328,3.071,0.699,1.559,0.636,1
4329,3.051,0.691,1.567,0.656,1
4330,3.031,0.683,1.576,0.676,1
4331,3.012,0.675,1.584,0.695,1
4332,2.994,0.668,1.592,0.714,1
4333,2.973,0.661,1.6,0.731,1
4334,2.957,0.654,1.607,0.748,1
4335,2.94,0.648,1.614,0.764,1
4336,0.811,0.641,1.621,0.781,2
4337,0.795,0.638,1.628,0.797,2
4338,0.778,0.648,1.635,0.812,2
4339,0.781,0.636,1.642,0.829,2
4340,2.859,0.629,1.649,0.844,1
4341,0.749,0.62,1.655,0.859,2
4342,2.835,0.612,1.661,0.872,1
4343,2.829,0.608,1.665,0.878,1
4344,2.828,0.607,1.666,0.879,1
4345,2.828,0.604,1.666,0.879,1
4346,2.827,0.607,1.665,0.881,1
4347,2.826,0.608,1.665,0.882,1
4348,2.825,0.607,1.666,0.883,1
4349,2.823,0.607,1.666,0.885,1
4350,2.821,0.606,1.667,0.886,1
4351,2.819,0.606,1.668,0.889,1
4352,2.817,0.606,1.668,0.891,1
4353,2.815,0.605,1.669,0.893,1
4354,2.813,0.605,1.67,0.895,1
4355,2.809,0.6,1.672,0.9,1
4356,2.801,0.599,1.675,0.907,1
4357,2.791,0.6,1.679,0.917,1
4358,2.78,0.597,1.683,0.929,1
4359,2.767,0.592,1.688,0.942,1
4360,2.752,0.589,1.694,0.957,1
4361,2.736,0.587,1.703,0.973,1
4362,2.719,0.58,1.71,0.99,1
4363,2.702,0.575,1.714,1.007,1
4364,2.684,0.565,1.721,1.025,1
4365,2.665,0.562,1.728,1.043,1
4366,2.647,0.558,1.735,1.061,1
4367,2.628,0.558,1.745,1.083,1
4368,2.609,0.575,1.75,1.1,1
4369,2.589,0.538,1.757,1.119,1
4370,2.569,0.529,1.765,1.139,1
4371,2.55,0.523,1.772,1.158,1
4372,2.53,0.512,1.779,1.178,1
4373,2.51,0.512,1.787,1.197,1
4374,2.491,0.503,1.794,1.217,1
4375,2.471,0.496,1.801,1.237,1
4376,2.451,0.486,1.809,1.26,4
4377,2.431,0.479,1.816,1.276,4
4378,2.411,0.47,1.823,1.296,4
4379,2.391,0.464,1.831,1.316,4
4380,2.372,0.458,1.838,1.335,4
4381,2.354,0.452,1.844,1.353,4
4382,2.337,0.448,1.85,1.371,4
4383,2.32,0.444,1.856,1.388,4
4384,2.304,0.441,1.862,1.404,4
4385,2.288,0.439,1.867,1.419,4
4386,2.274,0.44,1.872,1.434,4
4387,2.258,0.439,1.876,1.447,4
4388,2.248,0.445,1.881,1.459,4
4389,2.233,0.45,1.884,1.471,4
4390,2.222,0.449,1.888,1.482,4
4391,2.214,0.459,1.891,1.493,4
4392,2.205,0.466,1.895,1.503,4
4393,2.195,0.445,1.898,1.512,4
4394,2.184,0.441,1.901,1.52,4
4395,2.179,0.437,1.906,1.525,4
4396,2.181,0.436,1.904,1.525,4
4397,2.181,0.436,1.904,1.525,4
4398,2.179,0.436,1.904,1.525,4
4399,2.179,0.436,1.904,1.525,4
4400,2.181,0.436,1.904,1.526,4
4401,2.177,0.436,1.908,1.527,4
4402,2.174,0.436,1.905,1.53,4
4403,2.169,0.436,1.907,1.534,4
4404,2.163,0.436,1.909,1.54,4
4405,2.155,0.507,1.911,1.547,1
4406,2.147,0.444,1.914,1.555,4
4407,2.138,0.442,1.916,1.563,4
4408,2.129,0.487,1.919,1.572,4
4409,2.119,0.486,1.921,1.582,4
4410,2.107,0.495,1.924,1.593,1
4411,2.096,3.091,1.927,1.605,3
4412,2.085,3.097,1.93,1.615,3
4413,2.074,0.457,1.932,1.626,4
4414,2.062,0.458,1.935,1.638,4
4415,2.049,0.462,1.937,1.652,4
4416,2.035,0.473,1.939,1.665,4
4417,2.021,0.492,1.942,1.679,4
4418,2.008,0.481,1.945,1.692,4
4419,1.995,1.464,1.948,1.705,3
4420,1.981,1.455,1.95,1.719,3
4421,1.968,1.452,1.953,1.731,3
4422,1.956,1.447,1.955,1.744,3
4423,1.943,1.446,1.957,1.756,3
4424,1.931,1.444,1.959,1.769,3
4425,1.918,1.442,1.961,1.782,3
4426,1.905,1.441,1.963,1.795,3
4427,1.891,1.437,1.965,1.809,3
4428,1.877,1.435,1.966,1.823,3
4429,1.862,1.434,1.931,1.838,3
4430,1.848,1.433,1.919,1.853,3
4431,1.833,1.431,1.974,1.868,3
4432,1.818,1.43,1.977,1.883,3
4433,1.804,1.431,1.878,1.898,3
4434,1.79,1.43,1.982,1.912,3
4435,1.776,1.431,1.984,1.925,3
4436,1.762,1.44,1.828,1.938,3
4437,1.686,1.432,1.787,1.951,3
4438,1.677,1.424,1.765,1.964,3
4439,1.658,1.422,1.75,1.977,3
4440,1.646,1.421,1.748,1.991,3
4441,1.637,0.664,1.845,2.004,1
4442,1.524,0.665,1.717,2.02,1
4443,1.425,0.675,1.69,2.034,1
4444,1.418,0.686,1.676,2.047,1
4445,1.416,0.693,1.658,2.068,1
4446,1.403,0.696,1.646,2.073,1
4447,1.393,0.795,1.633,2.082,1
4448,1.413,0.805,1.62,2.097,1
4449,1.414,0.819,1.613,2.11,1
4450,1.41,0.83,1.595,2.124,1
4451,1.359,0.915,1.578,2.141,3
4452,1.345,0.982,1.565,2.156,3
4453,1.332,2.168,1.551,2.159,3
4454,1.318,0.88,1.533,2.171,1
4455,1.304,2.192,1.517,2.186,3
4456,1.29,2.204,1.503,2.23,3
4457,1.277,2.217,1.488,2.203,3
4458,1.263,2.229,1.475,2.228,3
4459,1.249,1.292,1.462,2.298,3
4460,1.236,1.297,1.454,2.271,3
4461,1.223,1.305,1.443,2.29,3
4462,1.21,1.312,1.432,2.301,3
4463,1.201,1.319,1.423,2.283,3
4464,1.19,2.29,1.414,2.369,3
4465,1.181,2.298,1.405,2.368,3
4466,1.17,2.304,1.395,3.323,3
4467,1.157,1.762,1.383,2.383,3
4468,1.144,1.772,1.375,3.348,3
4469,1.132,2.326,1.367,2.396,3
4470,1.12,2.333,1.36,2.399,3
4471,1.108,2.34,1.353,2.398,3
4472,1.096,2.347,1.346,2.41,3
4473,1.083,0.844,1.34,2.413,1
4474,1.071,0.848,1.334,2.429,1
4475,1.059,0.814,1.331,2.413,1
4476,1.046,0.82,1.327,2.405,1
4477,1.032,0.82,1.321,2.454,1
4478,1.017,0.859,1.316,2.427,1
4479,0.999,0.825,1.311,2.438,1
4480,0.982,0.828,1.307,2.453,1
4481,0.965,0.831,1.299,2.47,1
4482,0.947,0.829,1.296,2.488,1
4483,0.929,0.828,1.292,2.509,1
4484,0.91,0.83,1.289,2.528,1
4485,0.891,0.833,1.286,2.541,2
4486,0.872,0.835,1.283,2.563,2
4487,0.853,0.835,1.28,2.582,2
4488,0.834,0.837,1.278,2.605,2
4489,0.814,0.84,1.275,2.625,2
4490,0.796,0.843,1.273,2.643,2
4491,0.78,0.845,1.271,2.671,2
4492,0.775,0.844,1.277,2.661,2
4493,0.778,0.843,1.279,2.662,2
4494,0.78,0.842,1.28,2.659,2
4495,0.782,0.841,1.28,2.658,2
4496,0.783,0.841,1.28,2.658,2
4497,0.782,0.844,1.281,2.656,2
4498,0.782,0.844,1.282,2.659,2
4499,0.782,0.842,1.282,2.657,2
4500,0.783,0.845,1.283,2.66,2
4501,0.786,0.841,1.284,2.664,2
4502,0.783,0.84,1.284,2.668,2
4503,0.784,0.838,1.285,2.655,2
4504,0.787,0.834,1.282,2.666,2
4505,0.786,0.833,1.283,2.667,2
4506,0.786,0.831,1.284,2.705,2
4507,0.782,0.829,1.285,3.668,2
4508,0.781,0.828,1.287,3.668,2
4509,0.78,0.826,1.288,3.667,2
4510,0.78,0.825,1.29,3.667,2
4511,0.779,0.823,1.293,3.667,2
4512,0.779,0.822,1.295,3.667,2
4513,0.781,0.83,1.301,3.676,2
4514,0.781,0.905,1.304,3.678,2
4515,0.78,0.834,1.303,3.72,2
4516,0.778,0.825,1.304,3.667,2
4517,0.772,0.831,1.306,3.705,2
4518,0.77,0.821,1.307,3.671,2
4519,0.769,0.82,1.309,3.678,2
4520,0.768,0.854,1.311,3.672,2
4521,0.767,0.89,1.314,3.717,2
4522,0.766,0.884,1.316,0.836,2
4523,0.766,0.826,1.322,0.823,2
4524,0.769,0.822,1.351,0.813,2
4525,0.768,0.798,1.329,0.808,2
4526,0.78,0.794,1.338,0.805,2
4527,0.796,0.791,1.335,0.803,2
4528,0.767,0.787,1.334,0.807,2
4529,0.766,0.784,1.337,0.81,2
4530,0.766,0.78,1.342,0.795,2
4531,0.768,0.773,1.345,0.793,2
4532,0.771,0.77,1.351,0.792,2
4533,0.784,0.767,1.828,0.791,2
4534,0.843,0.763,1.383,0.786,2
4535,0.885,0.755,1.386,0.785,2
4536,0.887,0.752,1.39,0.784,2
4537,0.885,0.749,1.367,0.783,2
4538,1.333,0.748,1.394,0.783,1
4539,1.338,0.742,1.401,0.787,1
4540,1.339,0.735,1.919,0.787,1
4541,1.335,0.733,1.92,0.787,1
4542,1.333,0.732,1.919,0.789,1
4543,1.331,0.732,1.918,0.79,1
4544,1.329,0.732,1.916,0.793,1
4545,1.323,0.732,1.913,0.799,1
4546,1.315,0.731,1.909,0.807,1
4547,1.304,0.731,1.903,0.818,1
4548,1.295,0.724,1.896,0.83,1
4549,1.28,0.719,1.888,0.845,1
4550,1.264,0.715,1.879,0.861,1
4551,1.247,0.71,1.87,0.877,1
4552,1.23,0.709,1.861,0.895,1
4553,1.211,0.7,1.663,0.912,1
4554,1.048,0.694,1.841,0.931,1
4555,1.025,0.689,1.569,0.95,1
4556,1.005,0.684,1.821,0.969,1
4557,0.988,0.678,1.811,0.988,1
4558,0.971,0.673,1.798,1.008,1
4559,0.955,0.667,1.788,1.028,1
4560,0.938,0.662,1.778,1.048,1
4561,0.922,0.656,1.766,1.068,1
4562,0.905,0.65,1.759,1.089,1
4563,0.886,0.638,1.741,1.131,2
4564,0.954,0.627,1.718,1.166,1
4565,0.935,0.618,1.717,1.188,1
4566,0.915,0.612,1.71,1.204,1
4567,0.897,0.606,1.693,1.225,2
4568,0.88,0.601,1.686,1.238,2
4569,0.864,0.597,1.683,1.254,2
4570,0.849,0.593,1.68,1.269,2
4571,0.835,0.589,1.678,1.283,2
4572,0.824,0.585,1.675,1.293,2
4573,0.822,0.583,1.676,1.295,2
4574,0.825,0.578,1.677,1.292,2
4575,0.826,0.578,1.675,1.29,2
4576,0.826,0.582,1.675,1.291,2
4577,0.826,0.578,1.678,1.291,2
4578,0.826,0.578,1.678,1.287,2
4579,0.826,0.577,1.679,1.287,2
4580,0.826,0.576,1.68,1.29,2
4581,0.827,0.572,1.681,1.287,2
4582,0.827,0.572,0.893,1.286,2
4583,0.827,0.572,1.682,1.286,2
4584,0.827,0.571,0.894,1.289,2
4585,0.827,0.57,0.895,1.289,2
4586,0.828,0.569,1.689,1.289,2
4587,0.828,0.568,0.898,1.286,2
4588,0.828,0.566,0.901,1.29,2
4589,0.828,0.564,1.581,1.291,2
4590,0.828,0.564,1.585,1.295,2
4591,0.826,0.562,1.587,1.309,2
4592,0.826,0.561,1.693,5.0,2
4593,0.825,0.566,1.694,5.0,2
4594,0.825,0.565,1.695,5.0,2
4595,0.825,0.565,1.695,5.0,2
4596,0.825,0.565,1.695,5.0,2
4597,0.825,0.56,1.695,5.0,2
4598,0.826,0.559,1.696,1.164,2
4599,0.825,0.554,1.701,1.163,2
4600,0.826,0.553,1.702,1.162,2
4601,0.826,0.552,1.701,1.158,2
4602,0.826,0.55,1.702,1.157,2
4603,0.827,0.549,1.706,1.156,2
4604,0.827,0.547,1.711,1.156,2
4605,0.828,0.546,1.712,1.155,2
4606,0.827,0.545,1.724,1.161,2
4607,0.826,0.547,2.017,5.0,2
4608,0.825,0.55,2.408,5.0,2
4609,0.823,0.547,1.363,5.0,2
4610,0.822,0.545,2.443,5.0,2
4611,0.821,0.538,2.438,1.167,2
4612,0.82,0.532,2.44,4.763,2
4613,0.82,0.53,2.445,1.162,2
4614,0.82,0.529,2.45,5.0,2
4615,0.82,0.528,2.45,5.0,2
4616,0.823,0.527,2.468,0.595,2
4617,0.821,0.527,2.645,0.597,2
4618,0.824,0.526,2.616,0.589,2
4619,0.824,0.526,2.613,0.587,2
4620,0.823,0.525,2.618,0.58,2
4621,0.822,0.524,2.887,0.575,2
4622,0.818,0.527,2.889,0.572,2
4623,0.817,0.527,2.969,0.572,2
4624,0.816,0.542,2.896,0.572,2
4625,0.816,0.707,2.479,0.571,2
4626,0.814,0.524,2.471,0.577,2
4627,0.813,0.52,2.48,0.574,2
4628,0.813,0.523,2.894,0.554,2
4629,0.812,0.527,2.899,0.628,2
4630,0.812,0.572,2.901,0.57,2
4631,0.811,0.867,2.903,0.579,2
4632,0.813,0.842,1.328,0.537,2
4633,0.879,0.838,1.321,0.528,2
4634,0.816,0.548,1.322,0.524,2
4635,0.812,0.667,1.323,0.518,2
4636,0.811,0.665,1.33,0.519,2
4637,0.814,0.666,1.334,0.519,2
4638,0.817,0.546,1.346,0.52,2
4639,1.554,0.538,1.327,0.511,1
4640,0.837,0.805,1.328,0.509,2
4641,0.903,0.549,1.326,0.498,1
4642,1.58,0.799,1.327,0.493,1
4643,1.719,0.795,1.328,0.493,1
4644,1.721,0.793,1.329,0.494,1
4645,1.717,0.793,1.329,0.492,1
4646,1.717,0.796,1.329,0.496,1
4647,1.716,0.793,1.329,0.496,1
4648,1.715,0.796,1.33,0.497,1
4649,1.569,0.791,1.331,0.497,1
4650,1.566,0.792,1.333,0.502,1
4651,1.696,0.788,1.337,0.511,1
4652,1.685,0.78,1.343,0.521,1
4653,1.669,0.775,1.349,0.533,1
4654,0.902,0.616,1.355,0.547,1
4655,1.637,0.632,1.362,0.562,1
4656,1.62,0.753,1.37,0.577,1
4657,1.596,0.745,1.378,0.594,1
4658,1.569,0.737,1.385,0.611,1
4659,1.553,0.729,1.393,0.629,1
4660,1.552,0.721,1.401,0.647,1
4661,1.533,0.712,1.409,0.665,1
4662,0.835,0.704,1.414,0.683,2
4663,0.806,0.697,1.425,0.701,2
4664,0.791,0.688,1.432,0.719,2
4665,0.78,0.68,1.437,0.737,2
4666,0.858,0.672,1.445,0.754,2
4667,1.416,0.664,1.455,0.771,1
4668,1.407,0.657,1.462,0.787,1
4669,1.403,0.652,1.467,0.794,1
4670,1.401,0.65,1.467,0.792,1
4671,0.854,0.651,1.467,0.79,2
4672,0.857,0.651,1.466,0.791,2
4673,1.404,0.652,1.466,0.793,1
4674,0.854,0.65,1.467,0.794,2
4675,0.851,0.65,1.467,0.794,2
4676,0.855,0.649,1.467,0.794,2
4677,0.851,0.649,1.468,0.794,2
4678,0.847,0.649,1.468,0.794,2
4679,0.847,0.651,1.469,0.794,2
4680,0.853,0.651,1.473,0.793,2
4681,1.395,0.649,1.474,0.794,1
4682,1.394,0.656,1.473,0.794,1
4683,1.394,0.645,1.48,0.794,1
4684,1.392,0.643,1.476,0.795,1
4685,1.391,0.643,1.477,0.797,1
4686,1.389,0.643,1.48,0.799,1
4687,1.387,0.642,1.477,0.801,1
4688,1.382,0.641,1.482,0.806,1
4689,0.858,0.635,1.491,0.813,2
4690,1.364,0.631,1.487,0.824,1
4691,1.348,0.627,1.495,0.836,1
4692,1.334,0.622,1.509,0.853,1
4693,1.316,0.617,1.528,0.864,1
4694,0.907,0.612,1.553,0.879,1
4695,1.291,0.607,1.544,0.895,1
4696,1.275,0.603,1.571,0.912,1
4697,1.262,0.599,1.576,0.929,1
4698,1.242,0.594,1.578,0.946,1
4699,1.226,0.59,1.577,0.963,1
4700,1.209,0.585,1.588,0.981,1
4701,1.191,0.58,1.591,0.999,1
